Id,單價元平方公尺
1257,349684.0
1258,162745.0
1259,182322.0
1260,43452.0
1261,242347.0
1262,83054.0
1263,183821.0
1264,147979.0
1265,191815.0
1266,117628.0
1267,272065.0
1268,186030.0
1269,141919.0
1270,243969.0
1271,218890.0
1272,46033.0
1273,131024.0
1274,237547.0
1275,329852.0
1276,194932.0
1277,118092.0
1278,230175.0
1279,246902.0
1280,198077.0
1281,190067.0
1282,133841.0
1283,130119.0
1284,110502.0
1285,222391.0
1286,193348.0
1287,174007.0
1288,94546.0
1289,229608.0
1290,195739.0
1291,209018.0
1292,152641.0
1293,96412.0
1294,214393.0
1295,201359.0
1296,218346.0
1297,190570.0
1298,133115.0
1299,168207.0
1300,126178.0
1301,108266.0
1302,74971.0
1303,125146.0
1304,278664.0
1305,84900.0
1306,82400.0
1307,145027.0
1308,121951.0
1309,131693.0
1310,179067.0
1311,251967.0
1312,150311.0
1313,163881.0
1314,135747.0
1315,207927.0
1316,126996.0
1317,156748.0
1318,125806.0
1319,160020.0
1320,178319.0
1321,193944.0
1322,119440.0
1323,138685.0
1324,193033.0
1325,291445.0
1326,139564.0
1327,196211.0
1328,123175.0
1329,269866.0
1330,181273.0
1331,126507.0
1332,301659.0
1333,176515.0
1334,219588.0
1335,241213.0
1336,213740.0
1337,184266.0
1338,169392.0
1339,213831.0
1340,170867.0
1341,154787.0
1342,159701.0
1343,185777.0
1344,228566.0
1345,183758.0
1346,311812.0
1347,145823.0
1348,208185.0
1349,309561.0
1350,126497.0
1351,151437.0
1352,87078.0
1353,153041.0
1354,150892.0
1355,178676.0
1356,158736.0
1357,149558.0
1358,187293.0
1359,212929.0
1360,145937.0
1361,176354.0
1362,132153.0
1363,152296.0
1364,156554.0
1365,264507.0
1366,120536.0
1367,264417.0
1368,154154.0
1369,163355.0
1370,181147.0
1371,182648.0
1372,118130.0
1373,201238.0
1374,127870.0
1375,255986.0
1376,203945.0
1377,166248.0
1378,142902.0
1379,261728.0
1380,145327.0
1381,83589.0
1382,250555.0
1383,212300.0
1384,225333.0
1385,151881.0
1386,48262.0
1387,167799.0
1388,130147.0
1389,147447.0
1390,240416.0
1391,218330.0
1392,95379.0
1393,109121.0
1394,266083.0
1395,212532.0
1396,145695.0
1397,195288.0
1398,211474.0
1399,182447.0
1400,170089.0
1401,103284.0
1402,268930.0
1403,128598.0
1404,202664.0
1405,224628.0
1406,269986.0
1407,194175.0
1408,136178.0
1409,148723.0
1410,202234.0
1411,148106.0
1412,75181.0
1413,131713.0
1414,251409.0
1415,197526.0
1416,250647.0
1417,213232.0
1418,172612.0
1419,187209.0
1420,109489.0
1421,243778.0
1422,310173.0
1423,167364.0
1424,160495.0
1425,153546.0
1426,193624.0
1427,137110.0
1428,231707.0
1429,123457.0
1430,189597.0
1431,197038.0
1432,215621.0
1433,113658.0
1434,256484.0
1435,178891.0
1436,96187.0
1437,202068.0
1438,123907.0
1439,195367.0
1440,129836.0
1441,247590.0
1442,284634.0
1443,208905.0
1444,123351.0
1445,163707.0
1446,208239.0
1447,241152.0
1448,207087.0
1449,166543.0
1450,114208.0
1451,187651.0
1452,202208.0
1453,119983.0
1454,181347.0
1455,131833.0
1456,142300.0
1457,197134.0
1458,205162.0
1459,134158.0
1460,227745.0
1461,151286.0
1462,126872.0
1463,254055.0
1464,181743.0
1465,117041.0
1466,218611.0
1467,239865.0
1468,61554.0
1469,147497.0
1470,130226.0
1471,148920.0
1472,136314.0
1473,208035.0
1474,162458.0
1475,124611.0
1476,188194.0
1477,109784.0
1478,154560.0
1479,208645.0
1480,169088.0
1481,98117.0
1482,169394.0
1483,63323.0
1484,207729.0
1485,138534.0
1486,233122.0
1487,206349.0
1488,131031.0
1489,136665.0
1490,195248.0
1491,133300.0
1492,147267.0
1493,141643.0
1494,210404.0
1495,238919.0
1496,267901.0
1497,96828.0
1498,162237.0
1499,196269.0
1500,125300.0
1501,161311.0
1502,196946.0
1503,111638.0
1504,166496.0
1505,260328.0
1506,159651.0
1507,272226.0
1508,277095.0
1509,181107.0
1510,189770.0
1511,166538.0
1512,151937.0
1513,155057.0
1514,233040.0
1515,167754.0
1516,220828.0
1517,305092.0
1518,159302.0
1519,250737.0
1520,185280.0
1521,162943.0
1522,197715.0
1523,147368.0
1524,219196.0
1525,220158.0
1526,178400.0
1527,211724.0
1528,249365.0
1529,216112.0
1530,170903.0
1531,217558.0
1532,82992.0
1533,246933.0
1534,266788.0
1535,235196.0
1536,146864.0
1537,116536.0
1538,147960.0
1539,195848.0
1540,319643.0
1541,84138.0
1542,216712.0
1543,270552.0
1544,135000.0
1545,118617.0
1546,162482.0
1547,240418.0
1548,260492.0
1549,176943.0
1550,182584.0
1551,145205.0
1552,116115.0
1553,46849.0
1554,103522.0
1555,202942.0
1556,209558.0
1557,238959.0
1558,92143.0
1559,208924.0
1560,150487.0
1561,276177.0
1562,207091.0
1563,127673.0
1564,181058.0
1565,154465.0
1566,176660.0
1567,162875.0
1568,224519.0
1569,144934.0
1570,257122.0
1571,231127.0
1572,214808.0
1573,154946.0
1574,188019.0
1575,198103.0
1576,131250.0
1577,144081.0
1578,204406.0
1579,194729.0
1580,140670.0
1581,216642.0
1582,208713.0
1583,150992.0
1584,181982.0
1585,217903.0
1586,123835.0
1587,250886.0
1588,145250.0
1589,283924.0
1590,148293.0
1591,186254.0
1592,147239.0
1593,265497.0
1594,283371.0
1595,264771.0
1596,251230.0
1597,251098.0
1598,111154.0
1599,247603.0
1600,202205.0
1601,234235.0
1602,197429.0
1603,138267.0
1604,166308.0
1605,171073.0
1606,214254.0
1607,339846.0
1608,104355.0
1609,265487.0
1610,180370.0
1611,261818.0
1612,198551.0
1613,241014.0
1614,304199.0
1615,219955.0
1616,100270.0
1617,214665.0
1618,318418.0
1619,166029.0
1620,223272.0
1621,185042.0
1622,120046.0
1623,194900.0
1624,178041.0
1625,175009.0
1626,229263.0
1627,119514.0
1628,147460.0
1629,162742.0
1630,145746.0
1631,136392.0
1632,176613.0
1633,322388.0
1634,193676.0
1635,242856.0
1636,186950.0
1637,172396.0
1638,149076.0
1639,125011.0
1640,117881.0
1641,177029.0
1642,179633.0
1643,157682.0
1644,91908.0
1645,186165.0
1646,256042.0
1647,170112.0
1648,335152.0
1649,123140.0
1650,265161.0
1651,154260.0
1652,167562.0
1653,178368.0
1654,239114.0
1655,175035.0
1656,140433.0
1657,283865.0
1658,97742.0
1659,150309.0
1660,87432.0
1661,119325.0
1662,274247.0
1663,201286.0
1664,109020.0
1665,146812.0
1666,269239.0
1667,140183.0
1668,333596.0
1669,147565.0
1670,117050.0
1671,263463.0
1672,139127.0
1673,153931.0
1674,248087.0
1675,96138.0
1676,104096.0
1677,151502.0
1678,214648.0
1679,84890.0
1680,157460.0
1681,152643.0
1682,205512.0
1683,214400.0
1684,208783.0
1685,218277.0
1686,226843.0
1687,151574.0
1688,68723.0
1689,315295.0
1690,322137.0
1691,193968.0
1692,87547.0
1693,158708.0
1694,141594.0
1695,189671.0
1696,247301.0
1697,210236.0
1698,108517.0
1699,152051.0
1700,163043.0
1701,180444.0
1702,229808.0
1703,176485.0
1704,160581.0
1705,235875.0
1706,130492.0
1707,158859.0
1708,183821.0
1709,167762.0
1710,157389.0
1711,126336.0
1712,161326.0
1713,190411.0
1714,161431.0
1715,259467.0
1716,149357.0
1717,184780.0
1718,190971.0
1719,281730.0
1720,128828.0
1721,119355.0
1722,137893.0
1723,127269.0
1724,204644.0
1725,111817.0
1726,118480.0
1727,134525.0
1728,188710.0
1729,122134.0
1730,230950.0
1731,163098.0
1732,192523.0
1733,132620.0
1734,214480.0
1735,326114.0
1736,117493.0
1737,212240.0
1738,230531.0
1739,287200.0
1740,203912.0
1741,190075.0
1742,222748.0
1743,151685.0
1744,184241.0
1745,116050.0
1746,126126.0
1747,112084.0
1748,141157.0
1749,191939.0
1750,228583.0
1751,127607.0
1752,181347.0
1753,290470.0
1754,140732.0
1755,126137.0
1756,198477.0
1757,228548.0
1758,147721.0
1759,133191.0
1760,234369.0
1761,185242.0
1762,178649.0
1763,175144.0
1764,167041.0
1765,277772.0
1766,210032.0
1767,142013.0
1768,238753.0
1769,138097.0
1770,163526.0
1771,137703.0
1772,266129.0
1773,227103.0
1774,217137.0
1775,289439.0
1776,198214.0
1777,155302.0
1778,169803.0
1779,151461.0
1780,100324.0
1781,332859.0
1782,206649.0
1783,217413.0
1784,193820.0
1785,101078.0
1786,229263.0
1787,161960.0
1788,204934.0
1789,152390.0
1790,150992.0
1791,276900.0
1792,69436.0
1793,228039.0
1794,217997.0
1795,178523.0
1796,298007.0
1797,149120.0
1798,228666.0
1799,42230.0
1800,223038.0
1801,105885.0
1802,177873.0
1803,221061.0
1804,140547.0
1805,256061.0
1806,224111.0
1807,190894.0
1808,145615.0
1809,120502.0
1810,185850.0
1811,174660.0
1812,39474.0
1813,216690.0
1814,189547.0
1815,204287.0
1816,138833.0
1817,176096.0
1818,144699.0
1819,174904.0
1820,156489.0
1821,204746.0
1822,163277.0
1823,208806.0
1824,207678.0
1825,88500.0
1826,211105.0
1827,189065.0
1828,128857.0
1829,157001.0
1830,212652.0
1831,230263.0
1832,253400.0
1833,218752.0
1834,261224.0
1835,160844.0
1836,125341.0
1837,157313.0
1838,130551.0
1839,187673.0
1840,225831.0
1841,234373.0
1842,269466.0
1843,230494.0
1844,111482.0
1845,249439.0
1846,43720.0
1847,252963.0
1848,222593.0
1849,190472.0
1850,58477.0
1851,159595.0
1852,209072.0
1853,165257.0
1854,120274.0
1855,262381.0
1856,216123.0
1857,161869.0
1858,166410.0
1859,135861.0
1860,250751.0
1861,174691.0
1862,150328.0
1863,330022.0
1864,143488.0
1865,147143.0
1866,149017.0
1867,281087.0
1868,70958.0
1869,243193.0
1870,106861.0
